"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"DST","Redskins ",2500,"NO@Was 01:00PM ET",7.000,"Was"
"TE","Mike Leach",2500,"Ari@Sea 08:30PM ET",0.000,"Ari"
"TE","Craig Stevens",2500,"Car@Ten 01:00PM ET",1.838,"Ten"
"TE","Marcedes Lewis",2500,"Jax@Bal 01:00PM ET",2.225,"Jax"
"TE","Vernon Davis",2500,"KC@Den 04:25PM ET",5.343,"Den"
"TE","Scott Chandler",2500,"NE@NYG 04:25PM ET",3.950,"NE"
"TE","Matt Spaeth",2500,"Cle@Pit 01:00PM ET",0.200,"Pit"
"TE","Clark Harris",2500,"Hou@Cin 08:30PM ET",0.000,"Cin"
"TE","Anthony Fasano",2500,"Car@Ten 01:00PM ET",5.900,"Ten"
"TE","Brent Celek",2500,"Mia@Phi 01:00PM ET",3.263,"Phi"
"TE","Zach Miller",2500,"Chi@StL 01:00PM ET",2.100,"Chi"
"TE","Brandon Pettigrew",2500,"Det@GB 01:00PM ET",1.967,"Det"
"TE","Kellen Davis",2500,"Buf@NYJ 08:25PM ET",0.888,"NYJ"
"TE","Brandon Myers",2500,"Dal@TB 01:00PM ET",2.275,"TB"
"TE","Darren Fells",2500,"Ari@Sea 08:30PM ET",5.933,"Ari"
"TE","Clay Harbor",2500,"Jax@Bal 01:00PM ET",2.914,"Jax"
"TE","Ed Dickson",2500,"Car@Ten 01:00PM ET",2.613,"Car"
"TE","Jared Cook",2500,"Chi@StL 01:00PM ET",5.813,"StL"
"TE","Garrett Graham",2500,"Hou@Cin 08:30PM ET",1.625,"Hou"
"TE","Andrew DePaola",2500,"Dal@TB 01:00PM ET",0.000,"TB"
"TE","Anthony McCoy",2500,"NO@Was 01:00PM ET",0.000,"Was"
"TE","Jim Dray",2500,"Cle@Pit 01:00PM ET",1.033,"Cle"
"TE","Virgil Green",2500,"KC@Den 04:25PM ET",3.025,"Den"
"TE","Richard Gordon",2500,"KC@Den 04:25PM ET",0.000,"Den"
"TE","Matthew Mulligan",2500,"Buf@NYJ 08:25PM ET",0.150,"Buf"
"TE","Lance Kendricks",2500,"Chi@StL 01:00PM ET",4.100,"StL"
"TE","Jermaine Gresham",2500,"Ari@Sea 08:30PM ET",3.025,"Ari"
"TE","Jeff Cumberland",2500,"Buf@NYJ 08:25PM ET",1.814,"NYJ"
"TE","Michael Hoomanawanui",2500,"NO@Was 01:00PM ET",3.229,"NO"
"TE","Lee Smith",2500,"Min@Oak 04:05PM ET",1.563,"Oak"
"TE","Luke Stocker",2500,"Dal@TB 01:00PM ET",0.867,"TB"
"TE","Rhett Ellison",2500,"Min@Oak 04:05PM ET",0.929,"Min"
"TE","James Hanna",2500,"Dal@TB 01:00PM ET",0.717,"Dal"
"TE","Jake Stoneburner",2500,"Mia@Phi 01:00PM ET",4.340,"Mia"
"TE","Mychal Rivera",2500,"Min@Oak 04:05PM ET",2.763,"Oak"
"TE","Cory Harkey",2500,"Chi@StL 01:00PM ET",0.350,"StL"
"TE","Beau Brinkley",2500,"Car@Ten 01:00PM ET",0.000,"Ten"
"TE","Kevin McDermott",2500,"Min@Oak 04:05PM ET",0.000,"Min"
"TE","Tim Wright",2500,"Det@GB 01:00PM ET",3.467,"Det"
"TE","Michael Williams",2500,"NE@NYG 04:25PM ET",0.488,"NE"
"TE","Chris Gragg",2500,"Buf@NYJ 08:25PM ET",3.680,"Buf"
"TE","Luke Willson",2500,"Ari@Sea 08:30PM ET",3.929,"Sea"
"TE","Josh Hill",2500,"NO@Was 01:00PM ET",3.411,"NO"
"TE","James Winchester",2500,"KC@Den 04:25PM ET",0.000,"KC"
"TE","Justin Perillo",2500,"Det@GB 01:00PM ET",1.567,"GB"
"TE","Ryan Hewitt",2500,"Hou@Cin 08:30PM ET",0.725,"Cin"
"TE","Justice Cunningham",2500,"Chi@StL 01:00PM ET",0.000,"StL"
"TE","Gavin Escobar",2500,"Dal@TB 01:00PM ET",1.425,"Dal"
"TE","Dion Sims",2500,"Mia@Phi 01:00PM ET",3.500,"Mia"
"TE","Jerome Cunningham",2500,"NE@NYG 04:25PM ET",2.150,"NYG"
"TE","Nic Jacobs",2500,"Jax@Bal 01:00PM ET",0.200,"Jax"
"TE","Brandon Williams",2500,"Mia@Phi 01:00PM ET",0.000,"Mia"
"TE","Cooper Helfet",2500,"Ari@Sea 08:30PM ET",0.000,"Sea"
"TE","Trey Burton",2500,"Mia@Phi 01:00PM ET",0.000,"Phi"
"TE","James O'Shaughnessy",2500,"KC@Den 04:25PM ET",2.100,"KC"
"TE","MyCole Pruitt",2500,"Min@Oak 04:05PM ET",0.925,"Min"
"TE","Cameron Brate",2500,"Dal@TB 01:00PM ET",3.133,"TB"
"TE","Will Tye",2500,"NE@NYG 04:25PM ET",3.100,"NYG"
"TE","Chase Ford",2500,"Min@Oak 04:05PM ET",0,"Min"
"TE","Clive Walford",2500,"Min@Oak 04:05PM ET",3.675,"Oak"
"TE","C.J. Fiedorowicz",2500,"Hou@Cin 08:30PM ET",2.863,"Hou"
"TE","Brian Parker",2500,"KC@Den 04:25PM ET",0.000,"KC"
"TE","Scott Simonson",2500,"Car@Ten 01:00PM ET",0.000,"Car"
"TE","Tyler Kroft",2500,"Hou@Cin 08:30PM ET",0.000,"Cin"
"TE","C.J. Uzomah",2500,"Hou@Cin 08:30PM ET",0,"Cin"
"TE","Demetrius Harris",2500,"KC@Den 04:25PM ET",0.438,"KC"
"TE","Nick Boyle",2500,"Jax@Bal 01:00PM ET",2.788,"Bal"
"TE","Kennard Backman",2500,"Det@GB 01:00PM ET",0.000,"GB"
"TE","Troy Niklas",2500,"Ari@Sea 08:30PM ET",2.188,"Ari"
"TE","Phillip Supernaw",2500,"Car@Ten 01:00PM ET",0.000,"Ten"
"TE","Maxx Williams",2500,"Jax@Bal 01:00PM ET",3.257,"Bal"
"TE","Jesse James",2500,"Cle@Pit 01:00PM ET",9.300,"Pit"
"TE","Derek Carrier",2500,"NO@Was 01:00PM ET",3.588,"Was"
"TE","Geoff Swaim",2500,"Dal@TB 01:00PM ET",0.500,"Dal"
"TE","E.J. Bibbs",2500,"Cle@Pit 01:00PM ET",0.000,"Cle"
"TE","Khari Lee",2500,"Chi@StL 01:00PM ET",0.000,"Chi"
"DST","Giants ",2400,"NE@NYG 04:25PM ET",9.667,"NYG"
"DST","Saints ",2300,"NO@Was 01:00PM ET",5.556,"NO"
"DST","Bears ",2200,"Chi@StL 01:00PM ET",4.250,"Chi"
"DST","Titans ",2200,"Car@Ten 01:00PM ET",6.875,"Ten"
"DST","Lions ",2100,"Det@GB 01:00PM ET",6.125,"Det"
"DST","Raiders ",2100,"Min@Oak 04:05PM ET",5.750,"Oak"
"DST","Browns ",2000,"Cle@Pit 01:00PM ET",5.889,"Cle"
